	SMILES
338	[CH3][C]1([CH3])[CH]2[CH2][O][C](=[O])[C@H]21
339	[CH3][C]1([CH3])[CH]2[C](=[O])[O][CH2][C@H]21
340	[CH3][C]1=[CH][CH2][CH2][CH]([OH])[C]1=[O]
341	[CH3][C]1=[CH][C](=[O])[CH]([CH3])[CH]1[OH]
342	[CH3][CH]([CH3])[CH]1[CH]=[CH][C](=[O])[O]1
343	[CH3][CH]([CH3])[C@H]1[CH]=[CH][C](=[O])[O]1
344	[CH3][CH]([CH3])[C@@H]1[CH]=[CH][C](=[O])[O]1
345	[CH3][CH]([CH3])[O][c]1[cH][cH][o][cH]1
346	[O]=[CH][CH2][CH]1[CH2][CH2][C](=[O])[CH2]1
347	[O]=[CH][CH2][C@@H]1[CH2][CH2][C](=[O])[CH2]1
348	[O]=[CH][CH2][C@H]1[CH2][CH2][C](=[O])[CH2]1
349	[O]=[CH][CH2][CH]1[CH]2[CH2][CH2][O][CH]12
350	[O]=[CH][CH2][CH]1[C@H]2[CH2][CH2][O][C@@H]12
351	[O]=[CH][CH2][C]12[CH2][O][CH2][CH]1[CH2]2
352	[O]=[C]1[CH2][C@@H]2[CH2][C@@H]([OH])[C@@H]2[CH2]1
353	[CH3][CH2][C]1=[CH][C](=[O])[CH2][CH]1[OH]
354	[CH3][C](=[O])[C]1([CH3])[CH2][CH2][C]1=[O]
355	[CH3][C]1([CH3])[CH]([CH]=[O])[CH]1[CH]=[O]
356	[CH3][C]1([CH3])[C@H]([CH]=[O])[C@@H]1[CH]=[O]
357	[CH3][C]1([CH3])[C@H]([CH]=[O])[C@H]1[CH]=[O]
358	[CH3][O][CH]1[CH]=[CH][C](=[O])[CH2][CH2]1
359	[CH3][CH2][O][c]1[cH][cH][c]([CH3])[o]1
360	[CH3][C](=[O])[CH2][CH]1[CH2][C](=[O])[CH2]1
361	[CH3][C]1=[CH][C](=[O])[O][CH2][CH]1[CH3]
362	[O]=[CH][CH2][CH]1[CH2][C]12[CH2][O][CH2]2
363	[CH2]1[CH]2[CH2][CH]3[O][CH]1[CH2][CH]3[O]2
364	[CH3][C](=[O])[CH]1[CH2][CH2][CH2][C]1=[O]
365	[CH3][C](=[O])[C@@H]1[CH2][CH2][CH2][C]1=[O]
366	[CH3][C](=[O])[C@H]1[CH2][CH2][CH2][C]1=[O]
367	[CH3][c]1[cH][c]([CH]([CH3])[OH])[cH][o]1
368	[CH3][c]1[o][cH][cH][c]1[CH]([CH3])[OH]
369	[CH3][c]1[o][cH][cH][c]1[C@H]([CH3])[OH]
370	[CH3][c]1[o][cH][cH][c]1[C@@H]([CH3])[OH]
371	[CH3][C@H]1[CH2][C](=[O])[CH2][C@@H]1[CH]=[O]
372	[O]=[C]1[CH2][CH2][C]2([CH2][CH2]2)[O][CH2]1
373	[CH3][CH2][CH2][O][c]1[cH][cH][o][cH]1
374	[CH3][C]1([CH3])[CH2][CH]=[CH][C](=[O])[O]1
375	[O]=[C]1[CH2][CH]2[CH2][CH2][CH]1[CH2][O]2
376	[O]=[C]1[CH]2[CH2][CH2][CH]([OH])[CH]1[CH2]2
377	[O]=[C]1[C@H]2[CH2][CH2][C@@H]([OH])[C@@H]1[CH2]2
378	[O]=[C]1[CH2][CH]2[CH2][O][CH2][CH]2[CH2]1
379	[O]=[C]1[CH2][C@H]2[CH2][O][CH2][C@H]2[CH2]1
380	[O]=[C]1[CH2][C@@H]2[CH2][O][CH2][C@H]2[CH2]1
381	[O]=[C]1[CH2][C@H]2[CH2][O][CH2][C@@H]2[CH2]1
382	[O]=[C]([CH]1[CH2][CH2]1)[CH]1[CH2][O][CH2]1
383	[O]=[C]1[CH2][CH2][C]12[CH2][CH2][O][CH2]2
384	[O]=[C]1[CH2][C]2([CH2][CH2][CH2][CH2]2)[O]1
385	[O]=[CH][O][CH2][CH]1[CH]=[CH][CH2][CH2]1
386	[O]=[CH][O][CH2][C@H]1[CH]=[CH][CH2][CH2]1
387	[CH3][C]1([OH])[CH]=[CH][C](=[O])[CH2][CH2]1
388	[CH3][C@]1([OH])[CH]=[CH][C](=[O])[CH2][CH2]1
389	[CH3][C@@]1([OH])[CH]=[CH][C](=[O])[CH2][CH2]1
390	[CH3][O][CH2][c]1[cH][cH][o][c]1[CH3]
391	[CH3][c]1[o][c]([CH3])[c]([OH])[c]1[CH3]
392	[O]=[CH][CH]1[CH2][CH2][C](=[O])[CH2][CH2]1
393	[CH2]1[CH2][C]2([CH2][CH2][C]23[CH2][O]3)[O]1
394	[O]=[CH][CH]1[CH2][O][CH]2[CH2][CH]1[CH2]2
395	[CH3][O][CH2][c]1[cH][o][c]([CH3])[cH]1
396	[CH3][CH]1[CH2][C](=[O])[C]2([CH3])[O][CH]12
397	[CH]1=[CH][C@H]2[O][CH2][O][CH2][C@H]2[CH2]1
398	[CH]1=[CH][C@@H]2[O][CH2][O][CH2][C@@H]2[CH2]1
399	[O]=[C]1[CH2][CH2][CH]2[CH2][C]1([OH])[CH2]2
400	[O]=[C]1[CH2][CH2][CH]2[O][CH]2[CH2][CH2]1
401	[O]=[C]1[CH2][CH2][C@@H]2[O][C@@H]2[CH2][CH2]1
402	[CH3][CH]1[O][CH]2[CH2][CH]1[CH2][C]2=[O]
403	[CH3][CH]1[CH2][CH]1[C](=[O])[CH2][CH]=[O]
404	[CH3][C]1([CH3])[CH2][C](=[O])[C](=[O])[CH2]1
405	[OH][CH2][C]12[CH]=[CH][CH]([CH2][CH2]1)[O]2
406	[CH3][CH2][CH]1[C](=[O])[CH]=[CH][CH]1[OH]
407	[CH3][CH2][C@@H]1[C](=[O])[CH]=[CH][C@H]1[OH]
408	[CH2]1[CH2][CH]2[O][CH]([CH2]1)[CH]1[O][CH]21
409	[CH2]1[CH2][C@@H]2[O][C@H]([CH2]1)[C@H]1[O][C@H]12
410	[CH2]1[CH2][C@@H]2[O][C@H]([CH2]1)[C@H]1[O][C@@H]12
411	[CH3][C]1=[CH][CH]2[CH2][O][CH]1[O][CH2]2
412	[CH3][O][C]12[CH2][C]([CH]=[O])([CH2]1)[CH2]2
413	[CH3][O][CH2][c]1[cH][c]([CH3])[cH][o]1
414	[CH3][CH]([CH3])[c]1[o][cH][cH][c]1[OH]
415	[CH3][CH2][CH]1[CH]=[CH][CH2][C](=[O])[O]1
416	[CH3][CH2][C@H]1[CH]=[CH][CH2][C](=[O])[O]1
417	[O]=[CH][CH2][CH]([CH]=[O])[CH]1[CH2][CH2]1
418	[O]=[C]1[CH2][C@@]2([OH])[CH2][CH2][CH2][CH]12
419	[O]=[C]1[CH2][C@]2([OH])[CH2][CH2][CH2][C@H]12
420	[CH3][CH]1[C@@H]2[CH2][O][C](=[O])[C@]12[CH3]
421	[CH3][CH]1[CH2][CH]2[CH2][C](=[O])[CH]2[O]1
422	[CH3][C@@H]1[CH2][C@H]2[CH2][C](=[O])[C@H]2[O]1
423	[CH3][C@H]1[CH2][C@H]2[CH2][C](=[O])[C@H]2[O]1
424	[O]=[CH][CH]1[CH]2[CH2][CH2][O][CH2][CH]12
425	[O]=[C]1[CH2][CH]=[CH][CH2][CH2][O][CH2]1
426	[O]=[C]1[CH2]/[CH]=[CH]\[CH2][CH2][O][CH2]1
427	[CH3][C@@H]1[CH]=[C]([CH]=[O])[CH2][C@@H]1[OH]
428	[CH3][C]1([CH]2[CH2][O]2)[CH2][CH2][C]1=[O]
429	[CH3][C@@]1([C@H]2[CH2][O]2)[CH2][CH2][C]1=[O]
430	[O]=[CH][C]1=[CH][CH]([CH2][OH])[CH2][CH2]1
431	[O]=[CH][C]12[CH2][CH2][CH]([CH2][CH2]1)[O]2
432	[CH3][C]1([CH]=[O])[CH2][CH]=[CH][CH2][O]1
433	[CH3][CH2][CH]1[O][C](=[O])[CH]=[C]1[CH3]
434	[CH3][O][CH2][CH2][c]1[cH][cH][cH][o]1
435	[CH3][O][CH]1[CH]=[CH][CH2][C](=[O])[CH2]1
436	[O]=[C]1[CH2][CH]2[CH2][CH2][O][CH]1[CH2]2
437	[O]=[CH][CH]1[CH]2[CH2][CH]([OH])[CH2][CH]12
438	[CH]1=[CH][CH2][C]2([CH2]1)[O][CH2][CH2][O]2
439	[O]=[C]1[CH]=[CH][CH2][CH2][CH2][O][CH2]1
440	[O]=[C]1/[CH]=[CH]\[CH2][CH2][CH2][O][CH2]1
441	[CH3][C](=[O])[C]12[CH2][CH2][CH2][CH]1[O]2
442	[CH3][C](=[O])[C@]12[CH2][CH2][CH2][C@H]1[O]2
443	[O]=[CH][C]12[CH2][CH2][CH2][CH2][CH]1[O]2
444	[O]=[CH][C@@]12[CH2][CH2][CH2][CH2][C@@H]1[O]2
445	[OH][CH2][CH]1[CH2][CH]=[CH][CH]2[O][CH]12
446	[CH3][C]1([CH3])[CH]=[CH][CH2][C](=[O])[O]1
447	[CH3][CH]1[CH]=[CH][C](=[O])[O][CH]1[CH3]
448	[CH3][C@@H]1[CH]=[CH][C](=[O])[O][C@H]1[CH3]
449	[CH3][C@H]1[CH]=[CH][C](=[O])[O][C@@H]1[CH3]
450	[CH3][C@@H]1[CH]=[CH][C](=[O])[O][C@@H]1[CH3]
451	[CH3][C@@H]1[O][C](=[O])[CH]=[CH][C@@H]1[CH3]
452	[CH3][O][C](=[O])[C@H]1[CH2][C@@H]2[CH2][C@@H]21
453	[CH3][CH]1[O][CH]2[CH]=[CH][CH]([CH2]2)[O]1
454	[CH3][C](=[O])[CH]1[CH2][CH2][C](=[O])[CH2]1
455	[CH3][C](=[O])[C@H]1[CH2][CH2][C](=[O])[CH2]1
456	[CH3][C](=[O])[C@@H]1[CH2][CH2][C](=[O])[CH2]1
457	[O]=[C]1[O][CH2][CH2][CH]1[CH]1[CH2][CH2]1
458	[O]=[C]1[CH]=[CH][CH2][CH2][CH2][CH]1[OH]
459	[CH3][C]12[CH2][CH2][O][CH]1[C](=[O])[CH2]2
460	[CH3][C@@]12[CH2][CH2][O][C@@H]1[C](=[O])[CH2]2
461	[O]=[CH][C]1=[CH][CH]([OH])[CH2][CH2][CH2]1
462	[O]=[CH][C]1=[CH][C@H]([OH])[CH2][CH2][CH2]1
463	[CH3][CH2][C]1=[C]([CH3])[C](=[O])[O][CH2]1
464	[CH3][c]1[cH][c]([CH2][CH2][OH])[cH][o]1
465	[CH3][C]1=[CH][CH2][CH]([CH3])[O][C]1=[O]
466	[CH3][C]1=[CH][CH2][C@H]([CH3])[O][C]1=[O]
467	[CH3][C]([CH3])([OH])[c]1[cH][cH][o][cH]1
468	[O]=[C]1[CH2][C]2([CH2][CH2][O][CH2]2)[CH2]1
469	[CH3][CH]1[CH2][C@@H]2[C](=[O])[O][CH2][C@H]12
470	[CH3][C]1([CH3])[CH]=[CH][C](=[O])[O][CH2]1
471	[CH3][C](=[O])[C]12[CH2][CH]([CH2][O]1)[CH2]2
472	[O]=[C]1[O][CH2][CH2][CH2][CH]2[CH2][CH]12
473	[CH3][CH]1[CH2][C](=[O])[CH]2[O][C]12[CH3]
474	[CH3][CH]1[C](=[O])[CH]2[O][CH]2[CH]1[CH3]
475	[O]=[C]1[CH]=[CH][CH2][CH2][C@H]([OH])[CH2]1
476	[CH3][CH]([OH])[CH]1[CH2][CH]=[CH][C]1=[O]
477	[CH3][O][c]1[c]([CH3])[cH][o][c]1[CH3]
478	[CH3][O][CH2][c]1[o][cH][cH][c]1[CH3]
479	[CH3][C]1=[CH][C](=[O])[C]([CH3])([OH])[CH2]1
480	[O]=[CH][O][C]12[CH2][CH2][CH2][CH]1[CH2]2
481	[CH3][C]1=[C]([CH3])[CH]([CH3])[O][C]1=[O]
482	[CH3][C]1=[C]([CH3])[C@@H]([CH3])[O][C]1=[O]
483	[CH3][C]1=[C]([CH3])[C@H]([CH3])[O][C]1=[O]
484	[CH3][CH]1[CH2][CH]2[O][CH]1[CH]1[O][CH]21
485	[CH3][C@H]1[CH2][C@H]2[O][C@H]1[C@@H]1[O][C@@H]12
486	[CH3][C@H]1[CH2][C@@H]2[O][C@H]1[C@@H]1[O][C@@H]12
487	[CH3][C@@H]1[CH2][C@H]2[O][C@H]1[C@H]1[O][C@@H]12
488	[CH3][C@H]1[CH2][C@H]2[O][C@H]1[C@H]1[O][C@@H]12
489	[CH3][C@@H]1[CH2][C@@H]2[O][C@H]1[C@H]1[O][C@@H]12
490	[CH3][C@H]1[CH2][C@@H]2[O][C@H]1[C@H]1[O][C@@H]12
491	[CH3][C]([CH3])([OH])[c]1[cH][cH][cH][o]1
492	[CH3][CH]1[O][C](=[O])[CH]2[CH2][CH2][CH]12
493	[CH3][C@H]1[O][C](=[O])[C@@H]2[CH2][CH2][C@H]12
494	[CH3][C@H]1[O][C](=[O])[C@H]2[CH2][CH2][C@H]21
495	[CH3][C@@]12[CH2][CH2][O][C](=[O])[C@@H]1[CH2]2
496	[OH][C@@H]1[CH]=[CH][CH]=[CH][C@H]([OH])[CH2]1
497	[CH3][CH2][CH]1[C](=[O])[CH2][CH2][C]1=[O]
498	[CH3][O][C@@H]1[CH]=[C]([CH3])[C](=[O])[CH2]1
499	[CH3][O][C@H]1[CH]=[C]([CH3])[C](=[O])[CH2]1
500	[O]=[CH][CH]1[CH2][CH]=[CH][CH]([OH])[CH2]1
501	[CH3][C]12[CH2][C](=[O])[CH2][CH2][CH]1[O]2
502	[OH][CH]1[CH2][CH]2[CH]=[CH][C]1([OH])[CH2]2
503	[CH3][CH2][c]1[cH][cH][c]([CH2][OH])[o]1
504	[CH3][CH]1[C](=[O])[CH]=[CH][C]1([CH3])[OH]
505	[CH3][C]12[CH2][C]([CH]=[O])([CH2][O]1)[CH2]2
506	[CH3][O][CH2][C]1=[CH][CH2][CH2][C]1=[O]
507	[OH][CH2][CH2][CH2][c]1[cH][cH][cH][o]1
508	[O]=[CH][CH]1[CH2][CH2][CH2][CH2][C]1=[O]
509	[O]=[CH][C@@H]1[CH2][CH2][CH2][CH2][C]1=[O]
510	[O]=[CH][C@H]1[CH2][CH2][CH2][CH2][C]1=[O]
511	[O]=[CH][CH]1[CH2][CH]2[CH2][CH]([CH2]1)[O]2
512	[CH3][c]1[cH][o][c]([CH2][CH2][OH])[cH]1
513	[CH3][CH]1[O][C](=[O])[C]2([CH3])[CH2][CH]12
514	[CH3][CH]1[O][C](=[O])[C@]2([CH3])[CH2][CH]12
515	[CH3][O][CH]1[CH2][CH]=[CH][C](=[O])[CH2]1
516	[CH3][O][C@H]1[CH2][CH]=[CH][C](=[O])[CH2]1
517	[CH3][C](=[O])[O][CH]1[CH2][CH]=[CH][CH2]1
518	[CH3][C@@]12[CH2][C@@H]1[CH2][CH2][O][C]2=[O]
519	[CH3][C](=[O])[CH]1[CH2][C]12[CH2][O][CH2]2
520	[O]=[C]1[CH2][CH]2[CH2][CH2][O][CH]2[CH2]1
521	[CH3][C]1=[CH][CH]2[O][CH]2[CH]([OH])[CH2]1
522	[CH3][C]12[CH2][CH2][CH]1[C](=[O])[O][CH2]2
523	[CH3][C@@]12[CH2][CH2][C@@H]1[C](=[O])[O][CH2]2
524	[CH3][C]12[CH2][CH2][CH]([CH2][C]1=[O])[O]2
525	[CH3][C@]12[CH2][CH2][C@H]([CH2][C]1=[O])[O]2
526	[O]=[C]1[O][CH]2[CH2][CH2][CH]1[CH2][CH2]2
527	[CH3][C]12[CH2][CH2][CH2][C](=[O])[CH]1[O]2
528	[CH3][C@@]12[CH2][CH2][CH2][C](=[O])[C@@H]1[O]2
529	[CH3][C@@]12[CH2][CH2][CH2][C](=[O])[C@H]1[O]2
530	[CH3][C@]12[CH2][CH2][CH2][C](=[O])[C@H]1[O]2
531	[CH3][C@]12[CH2][CH2][CH2][C](=[O])[C@@H]1[O]2
532	[O]=[CH][CH]1[CH2][CH]2[CH2][CH2][CH]1[O]2
533	[O]=[CH][C@@H]1[CH2][C@H]2[CH2][CH2][C@@H]1[O]2
534	[O]=[CH][C@H]1[CH2][C@@H]2[CH2][CH2][C@H]1[O]2
535	[O]=[CH][C@@H]1[CH2][C@@H]2[CH2][CH2][C@H]1[O]2
536	[O]=[CH][CH]1[CH2][CH]2[CH2][CH2][C@H]1[O]2
537	[O]=[CH][CH]1[CH2][C@@H]2[CH2][CH2][C@H]1[O]2
538	[O]=[CH][C@@H]1[CH2][C@H]2[CH2][CH2][C@H]1[O]2
539	[O]=[CH][C@H]1[CH2][C@H]2[CH2][CH2][C@H]1[O]2
540	[O]=[CH][C]12[CH2][CH2][CH]([CH2][O]1)[CH2]2
541	[O]=[C]1[CH2][CH]2[CH2][CH2][CH]2[CH2][O]1
542	[CH3][C]1([CH3])[O][C](=[O])[CH]2[CH2][CH]21
543	[CH3][C]1([CH3])[O][C](=[O])[C@H]2[CH2][C@H]21
544	[O]=[CH][O][CH]1[CH2][CH]2[CH2][CH]2[CH2]1
545	[O]=[CH][O][CH]1[CH2][C@@H]2[CH2][C@@H]2[CH2]1
546	[O]=[C]1[CH2][CH2][CH2][CH2][CH2][C]1=[O]
547	[CH3][c]1[cH][cH][c]([CH]([CH3])[OH])[o]1
548	[CH3][c]1[cH][cH][c]([C@@H]([CH3])[OH])[o]1
549	[CH3][c]1[cH][cH][c]([C@H]([CH3])[OH])[o]1
550	[CH3][C](=[O])[C](=[O])[C]1([CH3])[CH2][CH2]1
551	[O]=[CH][CH]1[CH2][CH2][CH2][C](=[O])[CH2]1
552	[CH3][CH2][C]1=[CH][CH]([OH])[C](=[O])[CH2]1
553	[CH3][CH2][CH]1[CH]=[C]([CH3])[C](=[O])[O]1
554	[CH3][CH2][C@@H]1[CH]=[C]([CH3])[C](=[O])[O]1
555	[CH3][CH2][C@H]1[CH]=[C]([CH3])[C](=[O])[O]1
556	[OH][CH]1[CH2][CH]=[CH][CH]2[O][CH]2[CH2]1
557	[CH3][C](=[O])[C](=[O])[CH2][CH]1[CH2][CH2]1
558	[CH3][C](=[O])[C]1([C]([CH3])=[O])[CH2][CH2]1
559	[OH][CH]1[CH]=[CH][CH]=[CH][CH2][CH]1[OH]
560	[OH][C@@H]1[CH2][CH]=[CH][CH]=[CH][C@@H]1[OH]
561	[OH][C@@H]1[CH]=[CH][CH]=[CH][CH2][C@H]1[OH]
562	[CH3][C]1([C](=[O])[CH2][CH]=[O])[CH2][CH2]1
563	[O]=[C]1[CH2][CH2][CH2][CH2][CH]2[O][CH]12
564	[O]=[C]1[CH2][CH2][CH2][CH2][C@H]2[O][C@@H]12
565	[O]=[C]1[CH2][CH2][CH2][CH2][C@H]2[O][C@H]12
566	[O]=[C]1[CH2][CH2][CH2][CH2][C@@H]2[O][C@H]12
567	[O]=[C]1[CH2][CH2][CH2][CH2][C@@H]2[O][C@@H]12
568	[O]=[C]1[CH2][CH2][CH]([CH]2[CH2][CH2]2)[O]1
569	[CH3][O][C](=[O])[CH]1[CH2][CH]=[CH][CH2]1
570	[O]=[C]1[CH]2[CH2][CH2][CH]1[CH]([OH])[CH2]2
571	[O]=[C]1[C@@H]2[CH2][CH2][C@H]1[C@H]([OH])[CH2]2
572	[O]=[C]1[C@H]2[CH2][CH2][C@@H]1[C@@H]([OH])[CH2]2
573	[CH3][C]1=[CH][C]([CH3])([CH3])[O][C]1=[O]
574	[CH3][CH]1[CH2][C]12[CH2][CH2][O][C]2=[O]
575	[CH3][C@H]1[CH2][C]12[CH2][CH2][O][C]2=[O]
576	[CH3][C@@H]1[CH2][C]12[CH2][CH2][O][C]2=[O]
577	[CH3][c]1[cH][o][cH][c]1[CH2][CH2][OH]
578	[CH3][CH2][CH2][O][c]1[cH][cH][cH][o]1
579	[CH3][CH2][c]1[cH][o][c]([CH2][OH])[cH]1
580	[O]=[C]1[CH2][CH]2[CH2][CH2][CH2][C]12[OH]
581	[O]=[CH][CH]1[CH]=[CH][CH2][CH]1[CH2][OH]
582	[O]=[CH][C@H]1[CH]=[CH][CH2][C@H]1[CH2][OH]
583	[CH3][C@@H]1[C](=[O])[CH]=[CH][C@@H]1[CH2][OH]
584	[CH3][C@H]1[C](=[O])[CH]=[CH][C@@H]1[CH2][OH]
585	[CH3][C@H]1[C](=[O])[CH]=[CH][C@H]1[CH2][OH]
586	[CH3][C@@H]1[C](=[O])[CH]=[CH][C@H]1[CH2][OH]
587	[OH][CH]1[CH2][CH2][CH]=[CH][CH]2[O][CH]12
588	[O]=[CH][CH]1[CH2][CH]2[CH2][O][CH]1[CH2]2
589	[CH2]1[CH2][C]2([CH2][O]2)[C]2([CH2]1)[CH2][O]2
590	[CH]1=[CH][CH2][O][CH2][O][CH2][CH]=[CH]1
591	[CH]1=[CH]\[CH2][O][CH2][O][CH2]\[CH]=[CH]/1
592	[CH3][c]1[cH][o][c]([CH2][OH])[c]1[CH3]
593	[CH3][CH2][C](=[O])[C]1([CH]=[O])[CH2][CH2]1
594	[O]=[C]1[CH]=[CH][CH]([OH])[CH2][CH2][CH2]1
595	[O]=[C]1[CH]=[CH][C@H]([OH])[CH2][CH2][CH2]1
596	[O]=[C]1[CH]=[CH][C@@H]([OH])[CH2][CH2][CH2]1
597	[OH][C@@H]1[CH]=[CH][C@H]([OH])[C]12[CH2][CH2]2
598	[CH3][CH]1[CH2][CH2][C](=[O])[C](=[O])[CH2]1
599	[CH3][C@@H]1[CH2][CH2][C](=[O])[C](=[O])[CH2]1
600	[OH][C@@H]1[C@H]2[CH2][C@@H]3[C@@H]1[C@@]3([OH])[CH2]2
601	[CH3][O][CH2][c]1[cH][cH][c]([CH3])[o]1
602	[OH][CH]1[CH]=[CH][CH2][CH]=[CH][CH]1[OH]
603	[O]=[C]1[CH2][CH2][CH]2[CH2][CH2][O][CH]12
604	[CH3][CH]1[CH2][C](=[O])[CH]2[O][CH]2[CH2]1
605	[CH3][C@H]1[CH2][C](=[O])[C@@H]2[O][C@@H]2[CH2]1
606	[OH][CH2][CH]1[O][CH]2[CH]=[CH][CH]1[CH2]2
607	[O]=[C]1[CH2][CH2][CH2][C]2([CH2][CH2]2)[O]1
608	[O]=[C]1[CH]=[CH][CH2][CH2][CH]1[CH2][OH]
609	[O]=[C]1[CH]=[C]([CH2][OH])[CH2][CH2][CH2]1
610	[O]=[CH][CH]1[CH2][CH2][CH2][CH]2[O][CH]12
611	[CH3][CH2][O][CH]1[CH2][CH]=[CH][C]1=[O]
612	[CH3][CH2][C](=[O])[CH]1[CH2][C](=[O])[CH2]1
613	[O]=[C]1[CH2][C]2([CH2][CH2][CH2]2)[CH2][O]1
614	[O]=[C]1[CH]=[CH][CH]([CH2][CH2][OH])[CH2]1
615	[CH3][CH]1[CH2][C]2([CH2][CH2]2)[O][C]1=[O]
616	[CH3][CH]1[C](=[O])[CH2][CH2][CH2][C]1=[O]
617	[OH][CH2][C]1=[CH][CH]2[CH2][CH]1[CH2][O]2
618	[O]=[C]1[CH2][CH2][CH]2[CH]([CH2][OH])[CH]12
619	[O]=[C]1[CH2][CH2][C@H]2[C@H]([CH2][OH])[C@@H]12
620	[O]=[C]1[CH2][CH2][CH]2[CH2][O][CH]1[CH2]2
621	[O]=[C]1[CH2][CH2][C@H]2[CH2][O][C@@H]1[CH2]2
622	[CH2]1[O][CH]1[CH2][C]12[CH2][CH2][CH]1[O]2
623	[CH3][O][CH2][CH]1[CH]=[CH][CH2][C]1=[O]
624	[CH3][O][C](=[O])[C]12[CH2][CH]([CH2]1)[CH2]2
625	[OH][CH]1[CH2][O][CH]2[CH]=[CH][CH2][CH]12
626	[O]=[CH][CH2][CH]1[CH2][CH]1[CH2][CH]=[O]
627	[O]=[CH][CH2][C@@H]1[CH2][C@@H]1[CH2][CH]=[O]
628	[CH3][C]1([CH3])[CH2][CH2][C](=[O])[C]1=[O]
629	[CH3][CH]1[CH]=[CH][CH]([OH])[CH]2[O][CH]12
630	[CH3][C@@H]1[CH]=[CH][C@@H]([OH])[C@@H]2[O][C@@H]21
631	[CH3][C](=[O])[CH]1[CH]=[CH][CH]([OH])[CH2]1
632	[CH3][C](=[O])[C@@H]1[CH]=[CH][C@H]([OH])[CH2]1
633	[CH3][C](=[O])[C@H]1[CH]=[CH][C@@H]([OH])[CH2]1
634	[CH3][O][c]1[cH][c]([CH3])[o][c]1[CH3]
635	[O]=[C]1[CH2][CH2][CH]=[CH][CH]1[CH2][OH]
636	[CH3][CH]1[CH2][C](=[O])[CH2][CH2][C]1=[O]
637	[CH3][C@H]1[CH2][C](=[O])[CH2][CH2][C]1=[O]
638	[CH3][CH]1[CH2][CH2][C](=[O])[CH]2[O][CH]12
639	[CH3][C@@H]1[CH2][CH2][C](=[O])[C@@H]2[O][C@H]12
640	[CH3][C@@H]1[CH2][CH2][C](=[O])[C@H]2[O][C@@H]12
641	[CH3][C@H]1[CH2][CH2][C](=[O])[C@H]2[O][C@H]21
642	[O]=[C]1[CH2][CH2][CH]=[C]1[CH2][CH2][OH]
643	[CH3][C]1([CH3])[CH]2[CH2][C](=[O])[O][CH]21
644	[CH3][C]1([CH3])[C@H]2[CH2][C](=[O])[O][C@@H]21
645	[CH3][CH]1[CH]2[C](=[O])[CH2][CH]([OH])[CH]12
646	[CH3][C@@H]1[C@H]2[C](=[O])[CH2][C@H]([OH])[C@@H]12
647	[CH3][C@@H]1[C@H]2[C](=[O])[CH2][CH]([OH])[C@@H]12
648	[CH3][C](=[O])[C]1=[CH][CH2][CH2][CH]1[OH]
649	[CH3][C](=[O])[C]1=[CH][CH2][CH2][C@@H]1[OH]
650	[CH3][C](=[O])[C]1=[CH][CH2][CH2][C@H]1[OH]
651	[O]=[CH][CH]1[CH2][C]2([CH2][O][CH2]2)[CH2]1
652	[CH3][CH2][c]1[cH][cH][c]([O][CH3])[o]1
653	[CH3][C]1([O][CH]=[O])[CH]=[CH][CH2][CH2]1
654	[CH3][O][c]1[cH][o][c]([CH3])[c]1[CH3]
655	[CH3][C](=[O])[C]1=[CH][CH2][CH]([OH])[CH2]1
656	[O]=[CH][CH]1[CH2][C]12[CH2][CH2][O][CH2]2
657	[CH3][CH2][O][CH2][c]1[cH][cH][o][cH]1
658	[O]=[CH][CH2][CH2][C](=[O])[CH]1[CH2][CH2]1
659	[CH3][C]12[CH]=[CH][CH]([O]1)[CH]([OH])[CH2]2
660	[CH3][C@@H]1[CH2][CH2][C](=[O])[CH]1[CH]=[O]
661	[CH3][c]1[cH][c]([CH2][OH])[c]([CH3])[o]1
662	[CH3][C]1=[CH][CH2][CH]([OH])[CH2][C]1=[O]
663	[CH3][CH]1[O][C]12[CH2][CH2][CH2][C]2=[O]
664	[CH3][C]1=[C]([CH2][OH])[C](=[O])[CH2][CH2]1
665	[O]=[C]1[CH2][CH]2[CH2][CH2][C]1([OH])[CH2]2
666	[O]=[C]1[CH2][C@@H]2[CH2][CH2][C@@]1([OH])[CH2]2
667	[O]=[C]1[O][CH2][C]12[CH2][CH2][CH2][CH2]2
668	[CH]1=[CH][C]2([CH2][CH2]1)[O][CH2][CH2][O]2
669	[CH3][O][CH]([CH3])[c]1[cH][cH][cH][o]1
670	[O]=[C]1[CH2][O][C]12[CH2][CH2][CH2][CH2]2
671	[O]=[CH][CH]1[CH2][CH2][CH]2[O][CH]2[CH2]1
672	[O]=[CH][C@H]1[CH2][CH2][CH]2[O][CH]2[CH2]1
673	[O]=[CH][C@@H]1[CH2][CH2][CH]2[O][CH]2[CH2]1
674	[O]=[CH][CH]1[CH2][CH2][C@H]2[O][CH]2[CH2]1
675	[CH3][C]1=[CH][CH]([CH3])[O][C](=[O])[CH2]1
676	[CH3][C]1=[CH][C@H]([CH3])[O][C](=[O])[CH2]1
677	[CH3][C]1=[CH][C@@H]([CH3])[O][C](=[O])[CH2]1
678	[CH3][C]1=[CH][C](=[O])[CH2][CH2][CH]1[OH]
679	[CH3][C]1=[CH][C](=[O])[CH2][CH2][C@H]1[OH]
680	[CH3][C]1=[CH][C](=[O])[CH2][CH2][C@@H]1[OH]
